group,field_name,data_key,value,source,last_updated,restatement,row_id,row_type,company_id,company_url,top_tab,subtab,page_url,error,company_name
Indirect GHG emissions associated with the use of products from the organization,Indirect GHG emissions associated with the use of products from the organization,,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Indirect GHG emissions from other sources,Indirect GHG emissions from other sources,,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
,Assurance/Verification 1,,,,,,,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,ASSURANCE AND VERIFICATION,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION,,"Adastria Co., Ltd."
,"Basis of reduction: Absolute | Base Year: 2023 | Target Year: 2023 | Scope: 2023-2050: Scope 1, Scope 2 market-based, Scope 3 Categories: 1, 2, 4, 12",,,,,,,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target details,Target details,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target details,Target status,tgt_abs_status,Active,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_status,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target details,Year target set,tgt_abs_year_set,2023,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_year_set,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target coverage,Target coverage,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_coverage_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target coverage,Scopes included in target,tgt_abs_cvg_scope,"Scope 1, Scope 2 market-based, Scope 3",CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_cvg_scope,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target coverage,Scope 3 categories included in target,tgt_abs_cvg_s3_cat,"Category 1 (Purchased goods and services), Category 2 (Capital goods), Category 4 (Upstream transportation and distribution), Category 12 (End-of-life treatment of sold products)",CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_cvg_s3_cat,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target coverage,Additional description of target coverage,tgt_abs_cvg_desc,Scope1では、飲食ビジネスで利用するLNGなどの直接排出となるエネルギー使用量全てScope2では、店舗やオフィス、物流センターなどで利用する電力などの間接排出エネルギー使用量全てScope3では、カテゴリ1に該当する綿花、羊毛、化学繊維などの原材料調達が該当。カテゴリ2に店舗内装設備や建物付属設備などが該当。カテゴリ4では海外などの生産地から国内の物流センターまでの輸送が該当。カテゴリ12では廃棄されたとみなされる販売商品、ショッピングバッグ、EC販売による段ボールなどが該当。,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_cvg_desc,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target coverage,Percentage of base year total Scope 1 GHG emissions covered by target,tgt_abs_base_year_s1_perc,100 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s1_perc,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target coverage,Percentage of base year total Scope 2 GHG emissions covered by target,tgt_abs_base_year_s2_perc,100 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s2_perc,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target coverage,Percentage of base year total Scope 3 Category 1 (Purchased goods and services) GHG emissions covered by target,tgt_abs_base_year_s3_ghgp_c1_perc,100 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s3_ghgp_c1_perc,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target coverage,Percentage of base year total Scope 3 Category 2 (Capital goods) GHG emissions covered by target,tgt_abs_base_year_s3_ghgp_c2_perc,100 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s3_ghgp_c2_perc,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target coverage,Percentage of base year total Scope 3 Category 4 (Upstream transportation and distribution) GHG emissions covered by target,tgt_abs_base_year_s3_ghgp_c4_perc,100 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s3_ghgp_c4_perc,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target coverage,Percentage of base year total Scope 3 Category 12 (End-of-life treatment of sold products) GHG emissions covered by target,tgt_abs_base_year_s3_ghgp_c12_perc,100 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s3_ghgp_c12_perc,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target coverage,Percentage of base year total Scope 3 GHG emissions covered by target,tgt_abs_base_year_s3_perc,97.81 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s3_perc,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target coverage,Percentage of base year total GHG emissions covered by target,tgt_abs_base_year_total_perc,97.97 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_total_perc,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Base year,Base year,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Base year,Base year,tgt_abs_base_year,2023,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Base year,Base year Scope 1 GHG emissions covered by target in tCO₂e,tgt_abs_base_year_s1_emissions,880.14 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s1_emissions,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Base year,Base year Scope 2 GHG emissions covered by target in tCO₂e,tgt_abs_base_year_s2_emissions,41534.72 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s2_emissions,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Base year,Base year Scope 3 Category 1 (Purchased goods and services) GHG emissions covered by target in tCO₂e,tgt_abs_base_year_s3_ghgp_c1_emissions,455226.746 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s3_ghgp_c1_emissions,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Base year,Base year Scope 3 Category 2 (Capital goods) GHG emissions covered by target in tCO₂e,tgt_abs_base_year_s3_ghgp_c2_emissions,29980.809 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s3_ghgp_c2_emissions,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Base year,Base year Scope 3 Category 4 (Upstream transportation and distribution) GHG emissions covered by target in tCO₂e,tgt_abs_base_year_s3_ghgp_c4_emissions,5427.54 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s3_ghgp_c4_emissions,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Base year,Base year Scope 3 Category 12 (End-of-life treatment of sold products) GHG emissions covered by target in tCO₂e,tgt_abs_base_year_s3_ghgp_c12_emissions,36299.22 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s3_ghgp_c12_emissions,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Base year,Base year Scope 3 GHG emissions covered by target in tCO₂e,tgt_abs_base_year_s3_emissions,526934.32 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s3_emissions,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Base year,Base year total GHG emissions covered by target in tCO₂e,tgt_abs_base_year_total_emissions,569349.2 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_total_emissions,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target year,Target year,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_target_year_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target year,Target year,tgt_abs_target_year,2050,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_target_year,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target year,Target year total GHG emissions in tCO₂e,tgt_abs_target_year_total_emissions,0 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_target_year_total_emissions,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target year,Target year percentage reduction from base year total GHG emissions,tgt_abs_target_year_total_perc_reduction,100 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_target_year_total_perc_reduction,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Methodology,Methodology,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_methodology_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target achievement,Target achievement,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_achieved_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
Target achievement,Description of additional means to achieve target,tgt_abs_achieve_other_desc,Scope1ではGHG排出係数の低いガスなどへの切り替えや電化の促進Scope2では再生可能エネルギー由来電力や電力証書の調達Scope3では、カテゴリ1に該当する原材料の低GHGを考慮した栽培方法の支援、カテゴリ2では低GHG排出建材の利用促進、カテゴリ4では他社との共同輸送やモーダルシフトの拡大、カテゴリ12では商品需要予測システムの向上と包装材の簡素化および低GHG排出素材への切り替えを計画している。,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_achieve_other_desc,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2023_2050_S1S2MBS3C1C2C4C12_23,,"Adastria Co., Ltd."
